userId,movieId,rating,timestamp
425,14646,4.5,1333049790
603,18303,3.8,1046871233
574,45167,4.2,1221419283
584,65896,3.0,1231436336
494,217247,3.4,1052055256
441,86632,5.0,1122230674
192,50166,2.7,1336418996
558,77261,2.3,1182519545
422,74759,1.4,1098023324
582,33388,2.1,1381168478
311,2011,2.0,1080681045
18,204053,3.5,1061662031
14,360283,2.8,857763936
222,262176,4.5,1013857675
134,134427,5.0,1254844317
433,316654,2.8,971115026
61,62409,2.6,1364836783
614,382511,4.6,1264899935
5,60119,4.0,1323520927
426,393857,3.6,1292121001
394,62409,3.1,1118488465
493,270616,4.5,1069945777
386,2011,3.0,1047113274
391,86576,3.5,963379174
23,11033,1.8,969453248
69,22105,3.9,1107136144
277,91138,3.4,1179940347
85,16900,5.0,1267488526
254,208947,4.8,1050682751
498,13059,2.9,1021980550
204,274167,3.4,821172838
550,23739,3.5,1412991045
402,11115,3.9,1268673996
637,38766,2.6,960949277
361,201086,2.4,1302207419
34,239030,2.2,807017834
250,29932,2.2,1460926349
355,114931,3.8,1177210403
558,24056,3.4,1057756678
432,216374,4.8,952714657
637,9992,4.8,1296793033
652,37627,3.6,1352467479
501,36786,3.0,1112188007
213,212162,2.4,1205188848
475,50704,4.5,1085122983
606,66164,2.7,1021333175
148,26301,4.5,1062653581
516,99567,2.4,1093248397
614,18509,4.8,817258006
351,137236,4.9,1441555399
355,154922,5.0,983090955
605,17277,3.0,810345693
137,378813,2.2,1126982900
647,22105,2.5,958835860
387,131940,4.9,1065605679
643,94555,2.4,1184279185
575,115301,3.9,1083078092
489,347328,2.1,1150239128
407,117567,4.9,846452327
282,64044,3.3,1179525327
409,24985,1.9,976863413
171,111854,3.4,1383598146
188,66164,2.5,1174098548
243,19583,3.5,1383313960
654,296225,5.0,1416807675
268,10170,3.1,961549782
148,8223,2.7,848716112
26,50704,4.4,925173884
18,17575,3.8,1005650511
69,117567,4.3,1052892996
282,56085,0.9,1146285422
374,208947,3.9,1106423920
165,15124,3.2,1356457549
575,110029,3.6,1284991908
358,594,4.0,957534930
567,147683,3.7,1286895003
232,373471,3.2,1324378790
596,42084,3.3,1314763961
499,69550,2.1,1253912764
321,29932,1.0,1290359915
546,41020,3.4,965227409
262,28793,5.0,1126305991
659,292177,4.3,1301122954
306,16201,0.9,1115299105
521,75963,3.5,1377659443
73,115153,5.0,1454470578
557,41505,3.8,1431658406
67,10406,4.8,1199280474
461,56085,2.1,1009938658
188,60038,1.6,1380888244
461,182899,2.6,1427797090
393,228381,4.0,804009186
31,55426,2.4,1125506524
171,125495,3.8,1390133748
441,9660,3.4,948244913
609,96769,3.8,1097722113
126,159849,3.0,1126401229
493,27138,3.9,794861900
302,53670,4.5,1355987007
176,30856,4.8,964673782
430,143839,5.0,796105267
609,13305,1.3,1336307216
473,47941,1.7,991256306
312,46247,2.0,886274164
85,55662,4.3,1124114865
94,161529,2.9,1367319056
283,87122,3.2,1226212827
376,87636,3.7,916316935
56,274167,3.1,1210526755
185,17809,2.6,1256053155
160,253254,4.6,938376351
15,21810,2.7,883014715
667,15911,4.8,1006326076
232,14636,5.0,997159971
531,372640,5.0,956056653
648,11033,3.9,1184602785
579,14126,5.0,931338010
527,15422,3.5,968315658
31,150540,4.6,1041130509
468,8445,4.3,963544558
431,195912,3.1,1426248454
494,429070,3.7,993689090
442,17483,2.5,847852543
626,162934,0.6,1233410838
569,312149,4.3,1346674033
285,2046,3.0,965088626
384,39002,2.8,1226537619
505,87122,2.9,850086197
420,39241,3.4,1144181221
487,596,4.0,832839068
181,44238,2.4,1250553601
275,14636,4.3,1189473164
60,30102,4.2,1209559691
31,205908,3.4,958579044
471,31980,2.8,796887352
217,84912,3.5,1129765895
81,15768,4.4,1427176088
269,118145,2.8,1142985455
654,157723,2.9,979495357
584,56816,1.1,919480523
480,14126,5.0,1170309685
345,126881,5.0,950874370
46,47410,3.7,1066603140
69,455363,2.7,1235745147
212,14878,3.9,1347101106
442,53624,4.2,1231019336
546,26301,4.8,1153205907
299,48136,3.4,1416995944
285,51083,1.8,1293256297
640,125495,3.0,1423037108
564,348677,2.1,1411446238
423,53283,1.1,1066652969
418,24799,4.8,1241486224
402,316654,2.6,1089116235
408,60181,3.6,1155658061
292,16052,3.5,1105674756
23,47898,3.6,891608571
602,29584,3.1,1371193315
67,57666,2.0,874403826
394,10650,2.8,874355473
475,106599,4.1,908392768
347,68551,4.6,1051092614
290,348389,2.9,807768490
530,279641,1.8,1205548662
5,66187,3.0,984017921
187,74877,1.3,1284289705
656,68437,2.9,1215263474
293,58526,3.9,1153563970
285,13508,1.4,854758450
139,594,4.7,894727237
205,70448,3.2,1140549441
195,31036,4.3,878949457
70,20145,2.8,1035343334
155,143547,5.0,1421920232
523,250852,2.3,1377749864
94,199160,4.5,884289433
489,31036,4.1,1190636858
248,423453,3.5,1464408866
72,73818,2.6,899439098
652,18374,4.0,1098884515
273,262788,3.8,1058155077
654,128250,3.7,1070574520
157,372315,3.2,839981774
453,83876,4.0,1413294702
77,40368,5.0,1174773698
247,100241,3.8,1363999333
423,143144,5.0,1118532785
550,14467,1.5,1022097402
160,37055,5.0,1476469771
7,159012,4.0,1153399886
387,13646,2.8,1195119578
48,89756,2.6,1029076476
268,25124,3.5,865211484
508,42500,5.0,1438064069
572,175681,3.5,1420680709
302,11856,5.0,831233916
658,23692,2.8,1306164542
408,250852,2.2,897226027
596,157845,4.1,992024496
572,17139,3.4,1382361758
199,132894,3.5,1271134653
70,47898,3.4,901331157
342,51179,2.5,876457442
206,12129,3.9,1077365458
33,23127,3.5,818520038
656,13254,3.8,894051088
219,47410,3.8,1000158960
278,300090,4.4,1139004282
579,33135,3.6,938947596
453,36063,2.9,793670656
598,80153,5.0,1103777103
21,59678,2.9,1382020316
330,27581,4.0,1262190622
4,267091,3.6,810896433
341,33135,3.7,1012359782
307,14799,3.9,857205896
501,150578,3.2,1411121745
316,27621,3.8,1109839197
185,15768,4.3,912600209
67,38615,3.1,992281146
34,117905,3.1,1092098489
29,73454,5.0,826455421
232,38940,3.6,1099359144
339,594,4.8,1376776626
386,64924,4.3,896688554
5,82106,2.1,1099555312
591,138167,4.5,1141111370
656,205865,4.9,1417127575
527,15021,2.9,1123589427
472,70448,3.5,1248660733
607,63625,4.0,1361015484
530,32552,4.7,870663950
59,221437,4.2,1065095524
93,259387,3.4,1464524880
57,134427,5.0,1465982151
374,329556,2.6,1121223152
228,162934,0.3,1329220588
273,213598,4.8,803604233
142,175681,4.4,1104099358
306,82447,3.8,953572689
78,129237,4.8,1206593245
97,30565,2.3,1158758127
374,378813,2.3,1036807670
652,12710,4.6,1292728644
626,84827,3.7,1306479806
177,406990,1.3,1423033989
359,10477,2.4,1234834655
219,278774,4.2,1068148472
197,117258,5.0,801839481
417,86632,5.0,1243708766
521,17483,2.2,825356973
65,34862,3.4,1098251425
81,274167,3.3,1457445225
262,253254,4.6,1219524435
533,61629,2.3,800310606
177,112973,4.1,1435676665
615,223613,5.0,908302246
441,11127,4.0,1070201111
404,32552,4.1,1172164377
489,27624,4.6,949265030
534,26333,1.7,1254499392
536,52959,4.3,1376109139
312,201703,2.4,1158436478
222,192345,1.9,1381063671
426,98631,2.5,891457578
15,157547,2.6,1219759582
306,136752,0.4,1156091105
34,334304,3.6,1006435934
334,33201,5.0,1330210509
472,42500,5.0,1087349048
118,55018,3.9,1428732204
304,17135,4.3,997766751
281,411802,3.1,929621110
498,412203,1.5,1406168839
467,166204,3.3,1300283534
555,357130,2.8,1245968919
406,37947,2.9,980083209
304,84912,3.3,1038606132
198,44032,1.4,1298859189
430,11625,3.3,1434098542
400,271718,3.2,1037683291
584,8816,3.2,1257920799
612,13903,2.2,1352178349
70,106546,5.0,1266277872
187,21030,3.2,1381449947
212,858,5.0,1218399403
452,223365,1.5,868770603
597,8223,2.0,1111923626
634,143839,5.0,832355771
31,370664,4.5,1188317817
420,43781,4.4,1465564814
554,393939,3.2,1099856139
457,47413,2.9,1354613904
418,306199,3.7,1096553655
609,55776,4.8,1088706788
340,55283,5.0,1157039342
630,63112,2.9,917333715
580,268413,5.0,1426746909
492,11127,2.1,1021754958
69,214753,2.4,862888164
501,26644,4.4,1069622268
150,37858,3.2,1113416053
327,85220,3.3,1352372282
281,11648,2.4,1017754906
419,123337,0.6,894672017
607,412203,2.5,1458827590
454,77878,4.7,1300962388
494,65503,4.4,820453398
262,255802,3.0,900477969
33,69550,1.8,1475910073
327,36738,4.7,1055910673
475,364684,3.3,850118362
284,38615,3.4,1415895118
70,8358,5.0,1379818209
33,18553,5.0,982063759
458,181876,2.4,850040295
498,139799,5.0,855730482
391,84912,2.4,1426645405
27,17809,2.1,1058571686
159,24799,3.4,1332446563
671,64407,3.0,833391890
188,159849,3.5,1238756090
70,241562,3.6,922479796
119,372315,3.4,839814178
572,143144,5.0,1362054765
594,236399,3.7,926684731
450,348389,2.9,1255017485
473,285946,3.1,930639984
235,139799,4.9,1262224804
396,75757,4.1,1014638869
553,31563,2.6,1421314335
509,85547,3.8,1379423069
277,31258,5.0,1103679475
350,74877,1.1,1282806457
406,84827,3.3,1212088987
520,14799,2.9,1351666910
283,65480,0.6,1373230782
160,382563,4.4,815746104
463,175518,2.0,970974074
185,85393,2.3,1010284788
138,159365,4.9,1372152384
222,236399,2.5,1039670207
574,26333,1.9,1206814591
244,267091,3.2,1036672038
219,53283,1.1,1385453063
27,125263,3.7,1013872790
461,152795,3.2,1307083056
545,39129,4.2,1211430221
654,8494,3.5,1436442349
608,159002,3.1,1255979025
658,11509,1.5,1461329562
529,293471,2.8,1233531701
564,10655,4.5,1232794326
591,201350,1.6,1271066721
297,192134,2.5,1313594587
244,115153,5.0,1226243721
292,214418,1.6,1376033311
185,325140,3.5,987546582
584,221917,1.3,1397483218
465,43781,4.4,854005363
307,106851,4.5,1012855589
223,173480,3.5,1419749783
551,10207,4.1,1432172221
667,10207,4.1,1279030766
453,32563,3.1,855201447
215,57666,2.4,1000925104
615,20216,3.1,921526903
213,51083,2.3,981245635
281,70057,3.1,1084128290
578,77261,2.1,1131884416
500,8269,2.9,1450435744
578,30913,3.4,908535476
18,65896,4.3,1177248549
376,117232,1.9,1154363699
7,178382,2.2,853869516
282,215814,2.0,1404668157
21,306555,4.0,1067688780
423,201703,2.6,1346687736
340,66775,3.8,865291571
530,89756,3.6,1280855668
155,16764,5.0,1248771587
18,166643,4.7,815584729
602,9557,4.2,903432305
293,71866,3.0,974904546
358,14263,2.8,1192960655
450,37947,3.8,1305904077
355,264273,2.4,1153586615
343,62463,4.4,806778230
646,32330,3.7,1436842555
390,110457,3.0,1173631691
342,296225,5.0,1254562609
30,21373,1.7,1026842806
648,110029,1.5,1080411935
341,78480,3.8,944593857
204,205865,4.4,1412694432
157,312149,4.3,1232683370
463,55018,4.6,1203190061
584,161529,3.4,1279642595
228,40368,5.0,1382576140
192,93828,5.0,1189020063
573,594,4.1,1146864783
213,411802,3.1,884344828
130,32563,3.6,1225665085
550,60038,1.4,1250569953
606,5491,5.0,935019126
138,382563,4.1,1174087922
350,33135,3.2,1224398605
149,21142,4.7,903454588
596,20720,3.4,879840559
411,223613,3.9,1289625317
575,26250,1.8,1459317704
228,72272,2.2,1194614983
297,72272,4.5,1076291985
22,56948,5.0,1118973075
554,106599,3.9,1151593465
251,143602,4.2,1435945518
370,132894,3.4,1115865025
562,121848,4.0,876146436
93,239030,2.9,1119056687
203,8269,3.1,1268821404
339,45791,4.1,1099447647
81,64407,3.8,1012206890
390,22538,4.8,1177153024
529,44032,2.5,1133399521
636,35861,5.0,1065698064
19,11054,2.0,1336745974
528,19583,3.5,977748790
468,38615,3.4,1354998969
560,97394,3.8,1289927557
282,42512,3.4,1285115932
192,49857,4.0,1246541965
8,27522,1.3,1017257895
405,53220,2.0,1078408325
138,75224,2.8,923525874
339,99802,5.0,1130516900
558,26333,2.4,847569381
30,308024,2.3,1365726289
323,34106,4.6,1019399566
545,268413,4.1,1162293926
468,177677,3.3,853710831
503,316654,2.8,982326761
10,285803,4.6,1458798518
545,49162,4.7,1174124644
277,70057,3.9,1447022863
119,107946,2.0,911326716
327,48407,2.7,816249105
544,11127,4.6,1386510138
608,97547,2.3,1101035725
472,54838,1.3,947903604
532,15422,3.8,1065168527
630,14686,2.6,916233942
34,139799,5.0,986043610
646,250852,1.7,907595536
409,31546,3.1,883324412
643,266373,3.1,1264144783
658,72455,3.9,1404220788
648,121848,4.3,1442309564
579,35921,5.0,1324560825
36,78239,3.0,1240696190
519,24111,4.7,1444051454
510,23127,3.6,940028984
297,180240,2.7,1405782323
584,16201,0.9,1014911255
381,82191,4.5,877228472
73,53220,2.1,1304473692
81,40368,5.0,1194882452
341,82106,2.1,1290676304
10,66775,3.6,859425643
334,205865,5.0,1085680234
598,93858,1.7,1153092056
163,270616,4.6,1428874319
458,333594,2.8,1189463878
69,64091,3.1,1029126536
468,81342,3.3,1100199293
355,329540,4.1,848312084
268,65896,3.5,968006111
248,278041,4.7,1193345131
206,151086,3.7,1064902627
157,26301,4.5,1026522535
77,334304,3.5,1375615279
219,293570,3.7,1001582303
531,39129,4.2,847268884
423,135812,3.8,831379880
426,35197,2.7,1155087467
647,36955,4.2,1375175714
68,8269,3.8,1260576105
386,72095,3.3,1263876856
36,20216,3.6,1256662713
137,43650,4.8,859933742
163,49642,2.5,875056760
401,146381,4.5,1041983974
388,194880,4.8,1307457211
260,55699,2.0,954541988
596,20216,3.8,1200462320
206,75963,2.9,1248022491
545,16764,5.0,1249830436
193,47413,3.9,1155477477
597,38615,3.5,1080100983
492,111037,3.1,1401685522
244,40900,5.0,1324613389
239,64291,5.0,1044872426
343,216374,4.8,1303184352
647,215814,1.6,1430841225
473,256040,3.0,1160684622
327,21915,4.2,1180716474
534,11115,3.6,1426768921
136,56320,4.4,793221350
56,25908,4.0,1144741489
304,36738,4.2,1131578694
643,46228,2.7,1392696498
312,66536,2.0,841235926
536,71866,2.8,1041124327
6,73103,4.7,1132427784
613,221717,3.7,824174461
560,11648,2.4,1278161213
342,88953,1.2,1026329599
159,99920,3.9,830744517
480,128508,4.3,1108757763
609,144331,3.2,1169097363
422,76170,3.3,1336643118
615,357130,3.6,1148843554
542,71866,2.9,1139572835
304,131940,5.0,1060288617
228,63190,3.3,1301102439
36,38126,3.5,1164230894
111,122894,4.7,1230939088
569,59678,3.1,1213463246
599,22538,4.8,1116282842
434,8445,2.9,1005681208
275,89756,2.7,907769634
658,5257,4.0,1334020767
139,65503,3.9,875518982
248,100241,3.3,1272956551
118,47941,0.5,1452000958
572,159012,3.7,874615499
648,858,3.5,1138477822
140,143602,2.7,1169611268
260,159365,2.4,846395093
8,49162,5.0,951487974
321,99920,2.2,1392477747
527,157845,3.8,1090423330
572,279641,2.8,1297865659
358,23692,2.4,1101395242
202,43650,4.5,1214831084
605,36063,3.9,1064650934
353,18725,5.0,1346244314
561,596,1.5,1172694531
309,72331,5.0,1121948896
155,20700,3.1,984679234
583,28425,2.8,1385503340
159,28425,1.7,1014881227
499,66775,4.0,1236965037
182,123778,3.5,913941646
520,38986,3.8,1030354810
215,18082,4.8,1375728205
370,42120,3.4,1138447423
560,412203,1.5,878409763
313,150839,2.1,1331179204
306,68365,3.4,1116298560
557,241562,2.5,1371766485
278,20216,3.7,1195356779
614,372315,3.6,1225682265
612,245842,3.8,1268550016
129,36955,5.0,1440247548
468,10921,3.7,1306843548
400,411802,2.8,865013484
543,143839,5.0,955093461
206,10655,4.0,1463700907
665,85547,3.7,1125119878
150,123730,3.3,833782583
658,13254,2.1,823097921
381,43167,4.8,1247603851
118,23567,5.0,792987810
472,11033,3.4,1399185228
4,60038,1.6,1156640719
428,16900,4.2,1287470453
574,267091,4.8,947492734
160,66536,1.7,1254646753
77,81297,3.3,963453120
26,125495,3.5,979781824
466,157845,4.4,926143712
311,382563,2.2,1369885955
569,372315,3.7,1369543204
297,43781,4.5,1359586028
128,146381,4.5,1417174244
529,140668,5.0,1410355534
284,9574,4.2,1188690380
303,63365,4.7,867901216
374,157723,2.9,1422615309
615,97547,2.5,1289175537
67,87122,2.7,1043047475
671,72455,1.9,1102522389
578,65503,5.0,1189513566
595,217247,3.4,1112903956
475,58526,4.2,1274584713
383,42492,2.0,1352058940
401,34106,4.6,1283541286
324,11856,5.0,1016004868
585,70916,5.0,1243951646
192,15527,3.6,901964536
450,337101,3.1,888823464
542,8358,5.0,889562586
434,16900,4.7,1360964586
17,126881,3.8,1216826728
137,68437,2.4,1444606311
609,267091,2.8,1138772131
554,52959,3.9,965145956
598,29584,3.7,1155535202
646,81297,3.4,1396644135
579,20071,3.5,1277504494
592,275468,2.5,905559245
597,8692,4.6,1040520508
452,11300,2.2,843255267
335,357155,5.0,1321523853
224,124636,4.2,890047116
212,31258,4.4,932633261
577,53220,2.7,1345439508
433,205908,3.2,1223617658
41,267091,3.5,996675799
105,84418,3.1,1328338839
102,123730,2.7,1017659130
78,99567,1.9,1289505879
596,163814,2.5,1213677855
14,85220,4.0,1227714276
203,69550,2.5,1109891761
554,216374,5.0,902116301
252,217268,3.5,1301730475
149,177358,3.9,1264440093
407,33586,2.4,1098333322
603,65595,5.0,1247442856
471,12157,2.9,1455558501
273,262775,2.7,889215845
634,47412,4.7,1155792677
299,74035,3.2,1084026182
223,878,2.2,902558667
182,209361,3.4,1126682947
667,87122,3.3,1113373402
627,12505,3.4,1126787789
580,410212,3.4,1286654794
346,121111,3.7,813589989
252,38951,4.4,909404682
193,159012,3.9,880246393
547,402423,4.1,1331299102
394,382511,4.7,912979085
220,56816,0.8,840473866
160,143547,4.7,1282792438
262,11120,2.5,1132290378
105,55612,3.4,992521270
442,9096,2.8,883025448
48,314601,2.1,1057020910
520,181876,2.5,1250480863
60,17575,3.0,1339808460
506,389425,3.5,1152449813
14,333594,4.0,967006305
18,37947,3.4,1345292143
606,46469,4.2,1204761726
234,36786,3.4,1223477641
65,83670,5.0,1472773427
232,124636,4.1,1019212636
660,65056,4.8,804163911
564,26454,3.6,1144107735
577,88953,2.9,959378321
530,17965,2.5,985535765
564,46429,4.0,973823521
324,142573,2.5,1389982701
125,12487,4.4,1276590989
99,102947,5.0,942712615
181,38766,3.1,980037478
137,27144,5.0,1179816127
560,8223,2.9,947771242
407,47201,2.9,1469704516
502,42512,3.6,1377106314
27,13710,1.7,1432600232
492,192345,1.9,1122773377
38,858,4.5,1389722583
358,52616,4.9,939357227
86,54440,2.4,941120914
102,329540,4.3,989049392
200,43167,4.1,1244357376
245,33386,4.5,813358936
603,33201,4.2,1087116340
354,227998,2.9,1160233373
67,145147,5.0,1290824475
23,858,5.0,1148670263
5,224885,1.7,1354493448
547,177677,3.6,1223615641
583,25869,5.0,1301554310
63,157723,3.0,897576044
499,66984,1.6,1077878093
282,9090,3.7,840437744
165,151086,3.0,1271844572
383,47759,2.9,900474257
555,118955,2.6,1349087461
58,42262,3.4,1474259846
260,138167,3.7,1303739868
370,224885,2.6,1178479885
63,103203,3.6,943882355
126,65056,5.0,1021255577
420,18303,5.0,921372752
659,41377,3.0,1319145893
612,18374,4.3,977790736
626,117942,4.2,1248402164
613,166452,3.0,975171493
199,123778,3.4,810414625
425,58526,4.8,1289160076
155,38986,4.9,1071576513
136,46469,4.0,958903286
354,104430,3.1,1089636541
163,26644,4.3,1137759377
193,5257,1.8,1018520329
234,47413,3.1,1438047512
418,1403,2.5,1297437123
118,55283,5.0,897025313
277,25875,4.1,1226167945
441,10681,4.5,913556341
358,46469,4.5,1346165955
584,28425,1.9,1144228653
70,256040,4.5,1422820351
265,105093,2.6,1273381850
373,467731,3.9,919009641
550,229154,3.0,852536248
423,373471,3.0,990209866
97,23739,3.4,1237631175
78,14878,3.9,1342861778
281,26333,1.8,1053978878
228,93828,4.8,891258137
594,21799,3.4,1468302591
284,58757,1.4,1001991311
430,213598,4.7,993759091
559,47413,2.3,1160157567
506,85393,2.7,1412090348
640,214753,2.8,938122915
370,140441,5.0,1221784193
461,40772,4.0,965404628
499,158921,4.4,792732981
428,70448,3.1,893337721
203,70916,4.9,1012914756
554,140697,2.7,1460385940
630,135812,3.8,1200778813
612,14686,3.4,937327269
63,18206,1.9,916001044
585,36955,3.9,959222553
456,111037,2.6,873310485
303,117232,2.7,826778547
228,31036,4.5,1142534558
492,48798,1.2,1202675843
7,44674,4.5,920937191
384,44032,3.2,823138840
417,200549,2.7,1062329940
350,232078,1.9,949675525
629,8223,2.8,1164510965
384,46469,4.6,1125902722
665,140668,5.0,1417358078
119,24056,3.4,1421893138
334,84701,4.1,866483213
481,4992,2.0,1437002822
523,224100,2.3,827227875
404,98631,4.5,906994991
452,42053,3.5,807953739
297,10829,4.5,833839176
508,178382,2.8,1028276816
77,17575,3.7,1067692490
543,229154,3.2,1309103451
303,37947,4.0,1372787673
216,200549,4.5,952189100
384,47717,4.7,1382610552
232,87925,4.6,1039274120
555,29150,2.4,1380986675
561,14878,3.2,1335437110
624,60730,2.3,1312653751
612,43115,3.5,1080659135
624,50166,2.9,842490786
607,36751,3.9,1051532128
594,152912,2.9,1409888600
473,141319,2.2,885276799
434,48805,4.4,1442967580
380,24056,3.1,1148372469
346,310491,2.3,1055578264
244,14686,3.8,1026220835
288,18082,4.7,1048194085
667,55699,2.2,1396850492
340,22905,4.5,1253000137
22,28723,5.0,1371046839
559,411802,2.7,1014345468
407,24657,1.9,1446903937
268,293126,2.5,1411344685
309,77118,3.4,1155060688
606,90652,1.7,1021277174
284,129237,5.0,1432573959
489,16375,2.5,1138497200
223,57666,2.0,1361521957
599,12710,5.0,1023160289
253,99920,3.2,1302192605
347,99802,5.0,948487161
492,8435,2.1,1258435179
351,28425,1.4,1055715594
358,141319,3.6,1212791244
134,10477,2.8,964949090
334,48805,4.5,1242898602
136,20700,3.4,1103958688
523,45485,3.2,1186697594
347,10207,4.1,1351048503
492,262788,3.1,1303597896
577,28793,4.1,863873472
203,13646,2.3,872456330
265,85648,4.0,859360407
380,5927,1.0,1038622131
504,171432,3.0,812633936
373,91063,4.3,1292673797
414,372640,5.0,793532439
197,154922,4.4,1460082515
5,300671,5.0,1016826982
252,91063,3.8,1422716902
243,131940,4.3,1096994810
363,293487,2.8,1136527894
163,27918,3.9,1128897957
31,58526,4.4,926955381
543,1435,3.2,1411154830
273,21427,2.3,1355373144
536,18089,2.8,798664293
20,46469,3.9,919531336
572,6934,3.0,1436464814
292,18303,3.1,1416200915
433,31206,4.1,1370323477
554,9501,5.0,1396468248
361,26454,3.2,1053971909
474,82447,4.5,1361555788
219,48415,4.5,1175160779
4,21799,3.9,1123108224
591,8223,2.1,869007545
580,217268,4.4,924393114
260,63190,3.0,1096070318
624,5257,2.7,1373668916
8,103203,3.1,878818935
268,14126,5.0,1100282954
335,87122,3.2,1322028884
506,39764,2.4,1418239999
624,41816,3.1,1473853360
312,91018,3.0,947762513
417,91018,2.9,1175618524
362,43793,2.8,958668561
302,285946,2.5,1203887243
498,329556,2.3,1023486095
475,370664,4.5,865634382
234,314601,2.2,966163172
432,45877,5.0,1451876542
501,321645,4.8,1402606639
605,121111,4.3,1359741826
578,58526,4.7,1028358556
499,159005,3.9,1127488247
17,39241,3.9,1391516272
324,36738,4.7,926266368
499,117258,4.3,840952434
533,7342,5.0,1339586811
396,5155,4.5,1173553462
224,262357,4.8,1207953461
554,117942,4.5,1268497354
501,46018,1.8,1202771465
195,143602,3.8,855994603
521,43268,3.6,866832079
323,12505,3.4,836296816
287,23190,4.6,989369939
313,262176,3.7,1455604693
550,289923,5.0,1428817346
387,108668,3.8,975673021
418,25124,3.8,1071982120
197,131940,5.0,946231150
244,17575,4.1,1022900279
294,407799,3.6,969871704
22,258384,4.1,835704763
232,154922,5.0,1053047830
346,18072,4.3,1406335173
426,19587,4.2,1295240876
481,72272,4.3,1117676539
94,332179,3.7,1465264918
561,19221,3.0,1267860351
105,74877,1.9,1427265921
450,31563,2.6,865176791
66,169594,5.0,1435079583
31,72455,1.7,1233564241
199,294483,4.8,1340235197
8,67455,3.5,1004550049
30,37947,3.6,865038235
94,197033,4.7,1148496928
8,212162,3.1,840284599
582,29932,2.7,1308547140
185,131805,4.8,1024495435
288,73818,3.6,1037262577
442,224885,1.8,854055001
111,110029,2.9,1215487148
607,24056,3.3,804292382
425,19079,3.6,839082835
214,38753,3.0,1344528226
419,128250,4.0,1244081443
591,46469,4.3,1064308649
533,15422,3.8,1239281396
615,41498,3.4,1036331225
160,74884,3.8,944394137
465,21799,3.8,1086743400
341,18206,3.0,1281259633
150,111460,4.0,1009478640
461,14126,4.5,1248571382
198,55612,4.0,1052942965
514,21030,3.1,1324600668
613,83876,3.3,1220743440
598,11931,3.2,1256378428
99,596,4.0,947519681
102,275468,2.5,1449421371
634,22043,3.0,1437594845
530,84912,3.7,890496609
616,287636,3.5,1305350603
557,77118,3.4,1214413879
419,76112,4.8,841060570
159,126881,4.3,1207257689
498,172445,2.7,1465007806
636,66775,3.9,1237587861
239,16052,3.7,1276141382
408,10681,4.5,1244744992
508,127370,2.8,1034782757
454,209799,4.6,925432533
302,43100,1.6,1027955903
627,70057,3.3,969660135
222,16765,3.3,857602556
105,65656,1.1,968303912
143,171432,1.9,924032436
41,308686,4.1,964509784
553,138167,4.1,1343668667
599,30102,0.0,801711607
343,72455,2.4,1444165364
380,15527,2.5,1460132311
129,85435,1.7,922007464
193,109279,2.2,829687424
594,31258,5.0,1467214246
533,197033,3.9,1041633368
423,35861,4.8,871281635
136,278041,3.8,1351968186
129,60181,2.3,1130963747
163,45096,5.0,1145335450
311,42084,2.4,1331632721
520,83583,2.3,1211015936
533,9557,3.8,1175627855
