id,keywords
178382,"[{'id': 187056, 'name': 'woman director'}]"
12154,"[{'id': 1009, 'name': 'baby'}, {'id': 1253, 'name': 'roommate'}, {'id': 1338, 'name': 'bachelor'}, {'id': 8508, 'name': 'party'}, {'id': 9549, 'name': 'windeln'}, {'id': 215320, 'name': 'solteros'}]"
237983,"[{'id': 9672, 'name': 'based on true story'}]"
253254,"[{'id': 2604, 'name': 'babysitter'}, {'id': 13000, 'name': 'based on short film'}, {'id': 14512, 'name': 'new york city'}, {'id': 155793, 'name': 'attempted suicide'}, {'id': 165913, 'name': 'uncle niece relationship'}]"
123707,"[{'id': 34196, 'name': 'bucharest'}]"
73818,"[{'id': 1336, 'name': 'ransom'}, {'id': 1419, 'name': 'gun'}, {'id': 5774, 'name': 'forest'}, {'id': 15156, 'name': 'cell phone'}, {'id': 34142, 'name': 'jobless'}, {'id': 34143, 'name': 'rich'}]"
214418,"[{'id': 3593, 'name': 'wilderness'}, {'id': 15149, 'name': 'monkey'}]"
77118,[]
382088,"[{'id': 18249, 'name': 'game'}, {'id': 214549, 'name': 'short'}]"
27501,"[{'id': 233450, 'name': 'proto-slasher'}]"
43100,"[{'id': 131, 'name': 'italy'}, {'id': 836, 'name': 'resistance'}, {'id': 1402, 'name': 'general'}, {'id': 1411, 'name': 'brothel'}, {'id': 2652, 'name': 'nazis'}, {'id': 3202, 'name': 'con man'}, {'id': 3930, 'name': 'bravery'}, {'id': 8207, 'name': 'crook'}, {'id': 10454, 'name': 'swindler'}, {'id': 15182, 'name': 'partisan'}, {'id': 15272, 'name': 'gestapo'}, {'id': 159909, 'name': 'veteran'}]"
348296,[]
309028,"[{'id': 1946, 'name': 'restaurant'}, {'id': 10988, 'name': 'based on tv series'}]"
52654,"[{'id': 131, 'name': 'italy'}, {'id': 316, 'name': 'chess'}, {'id': 818, 'name': 'based on novel'}, {'id': 10183, 'name': 'independent film'}, {'id': 12969, 'name': 'chess tournament'}, {'id': 187056, 'name': 'woman director'}, {'id': 207876, 'name': '1920s'}]"
4992,"[{'id': 658, 'name': 'sea'}, {'id': 1522, 'name': 'repayment'}, {'id': 2988, 'name': 'shark attack'}, {'id': 4344, 'name': 'musical'}, {'id': 4542, 'name': 'gold rush'}, {'id': 6956, 'name': 'treasure hunt'}, {'id': 9823, 'name': 'rivalry'}, {'id': 15097, 'name': 'shark'}]"
101124,"[{'id': 187056, 'name': 'woman director'}]"
360283,"[{'id': 220905, 'name': 'green day'}]"
249170,"[{'id': 1719, 'name': 'paleontology'}, {'id': 1720, 'name': 'tyrannosaurus rex'}, {'id': 4477, 'name': 'paleontologist'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 185456, 'name': 'south dakota'}, {'id': 185457, 'name': 'badlands'}]"
32562,"[{'id': 237, 'name': 'gay'}, {'id': 1388, 'name': 'cinema'}, {'id': 6007, 'name': 'media'}, {'id': 10768, 'name': 'lesbian'}, {'id': 12396, 'name': 'hollywood'}, {'id': 158718, 'name': 'lgbt'}, {'id': 173504, 'name': 'lgbt history'}]"
111037,"[{'id': 1859, 'name': 'arizona'}, {'id': 4129, 'name': 'widow'}]"
57240,"[{'id': 161155, 'name': 'kids'}, {'id': 165583, 'name': 'interracial friendship'}]"
10921,"[{'id': 4862, 'name': 'alien life-form'}, {'id': 9021, 'name': 'glaskugel'}, {'id': 211487, 'name': 'space centre'}]"
862,"[{'id': 931, 'name': 'jealousy'}, {'id': 4290, 'name': 'toy'}, {'id': 5202, 'name': 'boy'}, {'id': 6054, 'name': 'friendship'}, {'id': 9713, 'name': 'friends'}, {'id': 9823, 'name': 'rivalry'}, {'id': 165503, 'name': 'boy next door'}, {'id': 170722, 'name': 'new toy'}, {'id': 187065, 'name': 'toy comes to life'}]"
20468,"[{'id': 928, 'name': 'hairdresser'}, {'id': 197361, 'name': 'hairstylist'}]"
72455,"[{'id': 7002, 'name': 'vigilante'}]"
31867,"[{'id': 4565, 'name': 'dystopia'}, {'id': 11738, 'name': 'evil corporation'}, {'id': 11739, 'name': 'repo man'}, {'id': 179430, 'name': 'aftercreditsstinger'}]"
21427,"[{'id': 90, 'name': 'paris'}, {'id': 596, 'name': 'adultery'}, {'id': 2966, 'name': 'louvre'}, {'id': 4522, 'name': 'supermodel'}, {'id': 5472, 'name': 'belleville'}, {'id': 33493, 'name': 'valet'}, {'id': 33494, 'name': 'couple'}]"
11856,"[{'id': 591, 'name': 'cia'}, {'id': 973, 'name': 'refugee camp'}, {'id': 3203, 'name': 'pilot'}, {'id': 3391, 'name': 'drug smuggle'}, {'id': 3800, 'name': 'airplane'}, {'id': 8810, 'name': 'laos'}, {'id': 14964, 'name': 'drug'}]"
13903,[]
85547,[]
407448,[]
315669,[]
41505,"[{'id': 634, 'name': 'soul'}, {'id': 6150, 'name': 'faith'}, {'id': 6152, 'name': 'supernatural'}, {'id': 9826, 'name': 'murder'}, {'id': 13073, 'name': 'fear'}, {'id': 15106, 'name': 'psychiatrist'}, {'id': 157959, 'name': 'surgery'}, {'id': 161207, 'name': 'catholicism'}, {'id': 169411, 'name': 'multiple personality'}, {'id': 187844, 'name': 'flashback'}]"
74759,"[{'id': 15106, 'name': 'psychiatrist'}, {'id': 155451, 'name': 'brit noir'}]"
255802,"[{'id': 195730, 'name': 'self-help'}]"
9730,"[{'id': 1889, 'name': 'lake'}, {'id': 6506, 'name': 'resurrection'}, {'id': 10326, 'name': 'morgue'}, {'id': 10714, 'name': 'serial killer'}, {'id': 179422, 'name': 'jason vorhees'}, {'id': 206977, 'name': 'hitchhike'}]"
60730,"[{'id': 10540, 'name': 'bollywood'}]"
423453,"[{'id': 1585, 'name': 'snake'}, {'id': 10360, 'name': 'prejudice'}, {'id': 11477, 'name': 'talking animal'}, {'id': 18034, 'name': 'desert'}, {'id': 191574, 'name': 'cobra'}, {'id': 235298, 'name': 'talking snake'}]"
42120,"[{'id': 11199, 'name': 'undercover cop'}]"
80518,"[{'id': 6091, 'name': 'war'}, {'id': 33501, 'name': 'political'}, {'id': 161395, 'name': 'alchemy'}, {'id': 202335, 'name': 'alchemist'}, {'id': 210024, 'name': 'anime'}]"
24657,[]
4515,"[{'id': 736, 'name': 'journalist'}, {'id': 949, 'name': 'terrorist'}, {'id': 1242, 'name': 'war against terror'}, {'id': 2586, 'name': 'externally controlled action'}, {'id': 2887, 'name': 'manipulation'}, {'id': 2903, 'name': 'propaganda'}, {'id': 2954, 'name': 'manipulation of the media'}, {'id': 2964, 'name': 'future'}, {'id': 3541, 'name': 'afghanistan'}, {'id': 4101, 'name': 'political negotiations'}, {'id': 6091, 'name': 'war'}, {'id': 6162, 'name': 'past'}, {'id': 7158, 'name': 'war in afghanistan'}]"
64685,"[{'id': 818, 'name': 'based on novel'}, {'id': 1646, 'name': 'autism'}, {'id': 2849, 'name': 'key'}, {'id': 8783, 'name': 'scavenger hunt'}, {'id': 10201, 'name': 'death of father'}, {'id': 11336, 'name': 'young boy'}, {'id': 14512, 'name': 'new york city'}, {'id': 40934, 'name': 'tambourine'}, {'id': 40936, 'name': 'lock'}, {'id': 172291, 'name': 'grieving'}, {'id': 214463, 'name': 'post 9/11'}]"
317953,"[{'id': 572, 'name': 'sex'}, {'id': 704, 'name': 'adolescence'}, {'id': 162804, 'name': 'sexual awakening'}, {'id': 170161, 'name': 'learning'}]"
18072,"[{'id': 828, 'name': 'waitress'}, {'id': 1009, 'name': 'baby'}, {'id': 1421, 'name': 'birthday'}, {'id': 1803, 'name': 'drug addiction'}, {'id': 2231, 'name': 'drug dealer'}, {'id': 2367, 'name': 'rehabilitation'}, {'id': 2671, 'name': 'heroin'}, {'id': 5569, 'name': 'vomit'}, {'id': 8974, 'name': 'soccer field'}, {'id': 9713, 'name': 'friends'}]"
111332,[]
10650,"[{'id': 2860, 'name': 'heart'}, {'id': 3713, 'name': 'chase'}, {'id': 4188, 'name': 'revitalization'}, {'id': 177512, 'name': 'dirty harry'}]"
16250,[]
46247,[]
242675,"[{'id': 6382, 'name': 'folk music'}, {'id': 156205, 'name': 'concert film'}]"
56113,[]
83876,[]
11571,"[{'id': 1963, 'name': 'expedition'}, {'id': 1992, 'name': 'professor'}, {'id': 3130, 'name': 'edinburgh'}, {'id': 3347, 'name': 'volcano'}, {'id': 9935, 'name': 'travel'}, {'id': 10506, 'name': 'prehistoric'}, {'id': 12616, 'name': 'dinosaur'}, {'id': 166958, 'name': 'prehistoric creature'}, {'id': 178645, 'name': 'prehistoric adventure'}]"
158445,"[{'id': 2885, 'name': 'prison cell'}, {'id': 15300, 'name': 'father daughter relationship'}]"
44969,"[{'id': 305, 'name': 'moon'}, {'id': 385, 'name': 'jules verne'}, {'id': 3801, 'name': 'space travel'}, {'id': 34046, 'name': 'rocket ship'}]"
42053,[]
62409,[]
44674,[]
467731,[]
40374,"[{'id': 458, 'name': 'hippie'}, {'id': 572, 'name': 'sex'}, {'id': 966, 'name': 'beach'}, {'id': 1228, 'name': '1970s'}, {'id': 1415, 'name': 'small town'}, {'id': 2864, 'name': 'one-night stand'}, {'id': 10183, 'name': 'independent film'}, {'id': 10644, 'name': 'melodrama'}, {'id': 14669, 'name': 'older man younger woman relationship'}, {'id': 163242, 'name': 'teenage rebellion'}, {'id': 181081, 'name': 'little girl lost'}]"
393857,[]
167581,"[{'id': 237, 'name': 'gay'}, {'id': 1862, 'name': 'coming out'}, {'id': 40957, 'name': 'police academy'}, {'id': 158718, 'name': 'lgbt'}]"
232078,"[{'id': 237, 'name': 'gay'}, {'id': 1543, 'name': 'war veteran'}, {'id': 4076, 'name': 'massage'}, {'id': 158718, 'name': 'lgbt'}]"
19587,"[{'id': 10183, 'name': 'independent film'}]"
51179,"[{'id': 212, 'name': 'london england'}, {'id': 5679, 'name': 'phone booth'}, {'id': 6399, 'name': 'rope'}, {'id': 8181, 'name': 'swimming pool'}, {'id': 10123, 'name': 'dark comedy'}, {'id': 10131, 'name': 'interracial relationship'}, {'id': 11343, 'name': 'brighton'}, {'id': 13142, 'name': 'gangster'}, {'id': 14638, 'name': 'american'}, {'id': 14819, 'name': 'violence'}, {'id': 14829, 'name': 'strangulation'}, {'id': 18254, 'name': 'laptop'}, {'id': 33456, 'name': 'double cross'}, {'id': 34112, 'name': 'wig'}, {'id': 177958, 'name': 'mini cooper'}, {'id': 177960, 'name': 'broken finger'}, {'id': 177964, 'name': 'contract killer'}, {'id': 177967, 'name': 'foot pursuit'}, {'id': 197999, 'name': 'room service'}]"
37645,[]
264273,[]
1661,"[{'id': 455, 'name': 'farewell'}, {'id': 1567, 'name': 'intensive care'}, {'id': 5690, 'name': 'kicker'}, {'id': 5692, 'name': 'stetson'}, {'id': 5694, 'name': 'elvis'}, {'id': 6054, 'name': 'friendship'}, {'id': 167043, 'name': 'road movie'}]"
175681,"[{'id': 156578, 'name': 'newlywed'}]"
131805,[]
77133,"[{'id': 792, 'name': 'copenhagen'}, {'id': 5423, 'name': 'piano teacher'}, {'id': 13088, 'name': 'summer'}]"
4990,"[{'id': 236, 'name': 'suicide'}, {'id': 549, 'name': 'prostitute'}, {'id': 703, 'name': 'detective'}, {'id': 966, 'name': 'beach'}, {'id': 1562, 'name': 'hostage'}, {'id': 6149, 'name': 'police'}, {'id': 9826, 'name': 'murder'}]"
41498,"[{'id': 210024, 'name': 'anime'}, {'id': 233550, 'name': 'one piece'}]"
209361,[]
45303,[]
17236,"[{'id': 642, 'name': 'robbery'}, {'id': 1605, 'name': 'new love'}, {'id': 8508, 'name': 'party'}]"
40772,"[{'id': 572, 'name': 'sex'}, {'id': 2389, 'name': 'virgin'}, {'id': 2483, 'name': 'nudity'}, {'id': 5767, 'name': 'summer camp'}, {'id': 7344, 'name': 'porno star'}, {'id': 9663, 'name': 'sequel'}, {'id': 11254, 'name': 'loss of virginity'}, {'id': 13130, 'name': 'teenager'}, {'id': 162846, 'name': 'ghost'}, {'id': 206850, 'name': 'canuxploitation'}]"
40226,[]
154922,[]
30017,"[{'id': 2559, 'name': 'film maker'}, {'id': 155876, 'name': 'reenactment'}, {'id': 185307, 'name': 'mohsen makhmalbaf'}, {'id': 185308, 'name': 'tehran iran'}, {'id': 232586, 'name': 'cineaste'}]"
11931,"[{'id': 236, 'name': 'suicide'}, {'id': 572, 'name': 'sex'}, {'id': 612, 'name': 'hotel'}, {'id': 818, 'name': 'based on novel'}, {'id': 918, 'name': 'newspaper'}, {'id': 966, 'name': 'beach'}, {'id': 1196, 'name': 'florida'}, {'id': 2606, 'name': 'jew'}, {'id': 3582, 'name': 'bride'}, {'id': 6563, 'name': 'wine'}, {'id': 7984, 'name': 'bikini'}, {'id': 8508, 'name': 'party'}, {'id': 9468, 'name': 'liar'}, {'id': 9673, 'name': 'love'}, {'id': 9872, 'name': 'grief'}, {'id': 10594, 'name': 'money'}, {'id': 10909, 'name': 'lawyer'}, {'id': 13027, 'name': 'wedding'}, {'id': 33928, 'name': 'audition'}, {'id': 34079, 'name': 'death'}, {'id': 40879, 'name': 'drunk'}, {'id': 54612, 'name': 'shoe'}, {'id': 159346, 'name': 'deceit'}, {'id': 187844, 'name': 'flashback'}, {'id': 189868, 'name': 'rumor'}, {'id': 207899, 'name': 'snooping'}, {'id': 208519, 'name': 'blame'}]"
1892,"[{'id': 526, 'name': 'rebel'}, {'id': 1155, 'name': 'brother sister relationship'}, {'id': 2280, 'name': 'emperor'}, {'id': 2902, 'name': 'space battle'}, {'id': 5144, 'name': 'matter of life and death'}, {'id': 9831, 'name': 'spaceship'}, {'id': 10013, 'name': 'death star'}, {'id': 10014, 'name': 'jabba the hutt'}, {'id': 10015, 'name': 'ewoks'}, {'id': 10527, 'name': 'jedi'}, {'id': 161176, 'name': 'space opera'}]"
25407,"[{'id': 4596, 'name': 'panama'}, {'id': 155436, 'name': 'classic noir'}, {'id': 195402, 'name': 'film noir'}]"
49802,"[{'id': 1472, 'name': 'starships'}, {'id': 14915, 'name': 'invisible'}, {'id': 195114, 'name': 'space adventure'}]"
417678,"[{'id': 428, 'name': 'nurse'}, {'id': 1533, 'name': 'isolation'}, {'id': 9673, 'name': 'love'}, {'id': 10226, 'name': 'neighbor'}, {'id': 10809, 'name': 'teenage girl'}, {'id': 13152, 'name': 'air'}, {'id': 18425, 'name': 'teenage love'}, {'id': 40895, 'name': 'illness'}, {'id': 223438, 'name': 'based on young adult novel'}, {'id': 224963, 'name': 'sheltered'}, {'id': 235098, 'name': 'taking a risk'}]"
180240,[]
124636,[]
53283,[]
293126,[]
38753,"[{'id': 290, 'name': 'angel'}, {'id': 293, 'name': 'female nudity'}, {'id': 4048, 'name': 'musician'}, {'id': 10183, 'name': 'independent film'}, {'id': 13142, 'name': 'gangster'}, {'id': 195719, 'name': 'wings'}]"
146072,"[{'id': 9715, 'name': 'superhero'}, {'id': 163455, 'name': 'super powers'}]"
39780,"[{'id': 3065, 'name': 'minister'}, {'id': 5657, 'name': 'australia'}, {'id': 10911, 'name': 'inheritance'}, {'id': 11411, 'name': 'wager'}, {'id': 187056, 'name': 'woman director'}, {'id': 207928, 'name': '19th century'}]"
140281,[]
34604,"[{'id': 65, 'name': 'holiday'}, {'id': 572, 'name': 'sex'}, {'id': 1566, 'name': 'dream'}, {'id': 2483, 'name': 'nudity'}, {'id': 9713, 'name': 'friends'}, {'id': 10793, 'name': 'resort'}, {'id': 13043, 'name': 'dating'}, {'id': 170085, 'name': 'attitude'}]"
53985,"[{'id': 1299, 'name': 'monster'}, {'id': 1852, 'name': 'mutant'}, {'id': 9951, 'name': 'alien'}]"
54615,[]
2011,"[{'id': 393, 'name': 'civil war'}, {'id': 970, 'name': 'parent child relationship'}, {'id': 1228, 'name': '1970s'}, {'id': 1525, 'name': 'puberty'}, {'id': 2137, 'name': 'totalitarian regime'}, {'id': 2630, 'name': 'cutting the cord'}, {'id': 4470, 'name': 'punk'}, {'id': 4514, 'name': 'bomb alarm'}, {'id': 6091, 'name': 'war'}, {'id': 161919, 'name': 'adult animation'}, {'id': 173919, 'name': 'punk band'}, {'id': 187056, 'name': 'woman director'}]"
97394,[]
192345,"[{'id': 10556, 'name': 'male female relationship'}, {'id': 178329, 'name': 'best friends in love'}]"
84971,"[{'id': 3028, 'name': 'penguin'}]"
396269,[]
45096,[]
99802,[]
49492,[]
91138,"[{'id': 155544, 'name': 'horse track'}, {'id': 155757, 'name': 'betting on horse'}, {'id': 155758, 'name': 'liquor store'}, {'id': 155759, 'name': 'horse racing'}, {'id': 207268, 'name': 'neo-noir'}]"
52999,"[{'id': 10183, 'name': 'independent film'}, {'id': 187056, 'name': 'woman director'}]"
14821,"[{'id': 5034, 'name': 'attempt to escape'}]"
112722,"[{'id': 378, 'name': 'prison'}]"
58242,[]
40900,[]
145147,[]
84058,"[{'id': 436, 'name': 'south seas'}, {'id': 2041, 'name': 'island'}, {'id': 3352, 'name': 'tree'}, {'id': 9748, 'name': 'revenge'}, {'id': 15140, 'name': 'quicksand'}]"
118955,"[{'id': 572, 'name': 'sex'}, {'id': 221445, 'name': 'sexual exploitation'}]"
210079,"[{'id': 18029, 'name': 'trapped'}, {'id': 161294, 'name': 'biologist'}]"
238478,"[{'id': 1233, 'name': 'composer'}, {'id': 9682, 'name': 'history'}, {'id': 10073, 'name': 'documentary'}, {'id': 156028, 'name': 'broadway'}, {'id': 163110, 'name': 'theater'}, {'id': 220201, 'name': 'musical theater'}]"
43869,"[{'id': 12663, 'name': 'little girl'}, {'id': 215503, 'name': 'army colonel'}, {'id': 215504, 'name': 'auld lang syne'}]"
229154,"[{'id': 3133, 'name': 'vampire'}]"
86576,"[{'id': 187056, 'name': 'woman director'}]"
13710,"[{'id': 187056, 'name': 'woman director'}]"
83670,"[{'id': 1488, 'name': 'tennis'}, {'id': 5561, 'name': 'child prodigy'}, {'id': 6075, 'name': 'sport'}, {'id': 187056, 'name': 'woman director'}]"
111854,"[{'id': 163096, 'name': 'battle of the sexes'}, {'id': 163097, 'name': 'female athlete'}, {'id': 187056, 'name': 'woman director'}]"
228381,[]
8435,"[{'id': 186846, 'name': 'adaptation'}, {'id': 234551, 'name': 'film in a film'}]"
128508,[]
110393,[]
42500,"[{'id': 155859, 'name': 'law man'}]"
27144,"[{'id': 770, 'name': 'scotland yard'}]"
292177,"[{'id': 6054, 'name': 'friendship'}, {'id': 6270, 'name': 'high school'}, {'id': 206995, 'name': 'equestria girls'}]"
137236,[]
292523,[]
39241,[]
223613,[]
94555,[]
73281,[]
293570,[]
24111,"[{'id': 4924, 'name': 'insane asylum'}, {'id': 9937, 'name': 'suspense'}, {'id': 155819, 'name': 'val lewton'}]"
390376,[]
85648,[]
177677,"[{'id': 212, 'name': 'london england'}, {'id': 470, 'name': 'spy'}, {'id': 1201, 'name': 'austria'}, {'id': 3289, 'name': 'villain'}, {'id': 9663, 'name': 'sequel'}, {'id': 10364, 'name': 'mission'}, {'id': 10410, 'name': 'conspiracy'}, {'id': 160852, 'name': 'vienna opera'}, {'id': 233055, 'name': 'vienna'}]"
118145,"[{'id': 160912, 'name': 'fictional country'}]"
13508,"[{'id': 6107, 'name': 'energy supply'}, {'id': 6134, 'name': 'automobile industry'}, {'id': 10183, 'name': 'independent film'}]"
142966,"[{'id': 9716, 'name': 'stand-up comedy'}]"
147829,"[{'id': 14906, 'name': 'slave'}]"
8223,"[{'id': 236, 'name': 'suicide'}, {'id': 1003, 'name': 'photographer'}, {'id': 1459, 'name': 'marriage proposal'}, {'id': 3739, 'name': 'funeral'}, {'id': 170125, 'name': 'cosmetologist'}]"
25124,[]
91921,"[{'id': 271, 'name': 'competition'}, {'id': 282, 'name': 'video game'}, {'id': 155866, 'name': 'tetris'}, {'id': 155869, 'name': 'nes'}]"
30913,"[{'id': 616, 'name': 'witch'}, {'id': 983, 'name': 'brazilian'}, {'id': 4402, 'name': 'peasant'}, {'id': 10183, 'name': 'independent film'}]"
56830,"[{'id': 10183, 'name': 'independent film'}, {'id': 13059, 'name': 'prostitution'}]"
88478,"[{'id': 179431, 'name': 'duringcreditsstinger'}]"
28425,"[{'id': 1299, 'name': 'monster'}, {'id': 1936, 'name': 'blackmail'}, {'id': 9663, 'name': 'sequel'}, {'id': 9748, 'name': 'revenge'}, {'id': 10718, 'name': 'fugitive'}, {'id': 10770, 'name': 'mad doctor'}, {'id': 12193, 'name': 'reporter'}, {'id': 160130, 'name': 'invisible man'}, {'id': 189115, 'name': 'invisibility'}]"
83583,[]
215814,"[{'id': 2349, 'name': 'german'}]"
332179,"[{'id': 6091, 'name': 'war'}]"
262357,[]
315360,"[{'id': 209680, 'name': 'gunvald'}, {'id': 209681, 'name': 'beck'}, {'id': 209682, 'name': 'martin'}]"
50166,"[{'id': 211742, 'name': 'lucky luke'}]"
378813,"[{'id': 10561, 'name': 'video camera'}, {'id': 155790, 'name': 'private detective'}, {'id': 169635, 'name': 'psychological drama'}, {'id': 224963, 'name': 'sheltered'}]"
29562,"[{'id': 572, 'name': 'sex'}, {'id': 3098, 'name': 'castle'}, {'id': 4728, 'name': 'knife'}, {'id': 6158, 'name': 'cult'}, {'id': 9727, 'name': 'thief'}, {'id': 155697, 'name': 'aristocrat'}]"
334304,"[{'id': 9736, 'name': 'little boy'}, {'id': 13014, 'name': 'orphan'}, {'id': 15162, 'name': 'dog'}, {'id': 156091, 'name': 'missing person'}, {'id': 160224, 'name': 'post world war ii'}, {'id': 207883, 'name': '1940s'}]"
41058,"[{'id': 9910, 'name': 'jesse james'}, {'id': 14872, 'name': 'reward'}, {'id': 33619, 'name': 'pardon'}]"
765,"[{'id': 7946, 'name': 'deer'}, {'id': 8636, 'name': 'blood splatter'}, {'id': 11335, 'name': 'tape recorder'}, {'id': 12394, 'name': 'chainsaw'}, {'id': 13153, 'name': 'spirit'}, {'id': 14819, 'name': 'violence'}, {'id': 18451, 'name': 'over the top'}, {'id': 155626, 'name': 'shot in the arm'}, {'id': 157458, 'name': 'book of the dead'}, {'id': 157459, 'name': 'evil dead'}, {'id': 157465, 'name': 'eyeball'}, {'id': 157466, 'name': 'necronomicon'}, {'id': 157468, 'name': 'tarmac'}, {'id': 157470, 'name': 'meat cleaver'}, {'id': 157471, 'name': 'shot through a wall'}]"
372640,[]
2927,"[{'id': 6109, 'name': 'raw materials'}, {'id': 6698, 'name': 'mondbasis'}, {'id': 14544, 'name': 'robot'}]"
75258,"[{'id': 1442, 'name': 'winter'}, {'id': 3205, 'name': 'fairy tale'}, {'id': 5198, 'name': 'cold'}, {'id': 18013, 'name': 'separation'}, {'id': 179431, 'name': 'duringcreditsstinger'}, {'id': 187056, 'name': 'woman director'}, {'id': 223448, 'name': 'fairies'}]"
163814,"[{'id': 818, 'name': 'based on novel'}, {'id': 13027, 'name': 'wedding'}]"
140697,[]
100747,"[{'id': 441, 'name': 'assassination'}, {'id': 836, 'name': 'resistance'}, {'id': 1956, 'name': 'world war ii'}, {'id': 2652, 'name': 'nazis'}, {'id': 3539, 'name': 'czechoslovakia'}, {'id': 189422, 'name': 'nazi occupation'}]"
43268,"[{'id': 4344, 'name': 'musical'}, {'id': 4480, 'name': 'business man'}, {'id': 33630, 'name': 'doll'}, {'id': 168622, 'name': 'soap opera'}]"
43650,"[{'id': 214549, 'name': 'short'}]"
139799,"[{'id': 995, 'name': 'cinderella'}, {'id': 2283, 'name': 'ball'}, {'id': 3071, 'name': 'prince'}, {'id': 4235, 'name': 'duke'}, {'id': 4344, 'name': 'musical'}]"
107946,[]
262788,"[{'id': 1436, 'name': 'inventor'}, {'id': 10090, 'name': 'board game'}, {'id': 10103, 'name': 'children'}, {'id': 13014, 'name': 'orphan'}, {'id': 15101, 'name': ""based on children's book""}]"
154,"[{'id': 504, 'name': 'uss enterprise'}, {'id': 747, 'name': 'genesis'}, {'id': 1423, 'name': 'asteroid'}, {'id': 1430, 'name': 'self sacrifice'}, {'id': 1599, 'name': 'midlife crisis'}, {'id': 1613, 'name': 'terraforming'}, {'id': 1615, 'name': 'simulator'}, {'id': 1617, 'name': 'cadet'}, {'id': 1618, 'name': 'radiation'}, {'id': 5218, 'name': 'uss reliant'}, {'id': 5219, 'name': 'ceti alpha v'}, {'id': 6017, 'name': 'genetics'}, {'id': 161176, 'name': 'space opera'}]"
53769,"[{'id': 195402, 'name': 'film noir'}]"
75950,"[{'id': 4344, 'name': 'musical'}]"
54436,"[{'id': 6876, 'name': 'vacation'}, {'id': 187056, 'name': 'woman director'}, {'id': 197050, 'name': 'troubled relationship'}]"
382511,"[{'id': 5600, 'name': 'daughter'}, {'id': 237805, 'name': 'stingy'}]"
64407,[]
